ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P04818,Thymidylate synthase,TYMS,37479,X02308,P04818,TYSY_HUMAN,,TYMS,TYMS,HGNC:12441,Human,DB00293; DB00322; DB00432; DB00440; DB00544; DB00642; DB00650; DB01101; DB06813
P23921,Ribonucleoside-diphosphate reductase large subunit,RRM1,36065,X59543,P23921,RIR1_HUMAN,,RRM1,RRM1,HGNC:10451,Human,DB00242; DB00441; DB00631; DB01005; DB01073
P49286,Melatonin receptor type 1B,MTNR1B,971194,U25341,P49286,MTR1B_HUMAN,,MTNR1B,MTNR1B,HGNC:7464,Human,DB00980; DB01065; DB06594; DB09071
P00374,Dihydrofolate reductase,DHFR,182724,J00140,P00374,DYR_HUMAN,,DHFR,DHFR,HGNC:2861,Human,DB00205; DB00563; DB00642; DB01131; DB01157; DB06813
P34896,"Serine hydroxymethyltransferase, cytosolic",SHMT1,307422,L11931,P34896,GLYC_HUMAN,,SHMT1,SHMT1,HGNC:10850,Human,DB01055
P0A5Y6,Enoyl-[acyl-carrier-protein] reductase [NADH],inhA,1524230,BX842576,P0A5Y6,INHA_MYCTU,,,,,Mycobacterium tuberculosis,DB00609; DB00951
P08709,Coagulation factor VII,F7,182801,M13232,P08709,FA7_HUMAN,,F7,F7,HGNC:3544,Human,DB00100
P18314,Urease subunit alpha,ureC,149337,M36068,P18314,URE1_ENTAE,,,,,Enterobacter aerogenes,DB00551; DB05265
P18825,Alpha-2C adrenergic receptor,ADRA2C,178194,J03853,P18825,ADA2C_HUMAN,,ADRA2C,ADRA2C,HGNC:283,Human,DB00368; DB00484; DB00575; DB00697; DB01363; DB01392; DB01577; DB06262; DB09128
P08546,DNA polymerase catalytic subunit,UL54,1780831,X17403,P08546,DPOL_HCMVA,,,,,HHV-5,DB00369; DB00529
P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,181342,M14564,P05093,CP17A_HUMAN,,CYP17A1,CYP17A1,HGNC:2593,Human,DB05812
P16471,Prolactin receptor,PRLR,190362,M31661,P16471,PRLR_HUMAN,,PRLR,PRLR,HGNC:9446,Human,DB00052; DB01185
P39086,"Glutamate receptor ionotropic, kainate 1",GRIK1,455448,L19058,P39086,GRIK1_HUMAN,,GRIK1,GRIK1,HGNC:4579,Human,DB00273
P20648,Potassium-transporting ATPase alpha chain 1,ATP4A,561634,J05451,P20648,ATP4A_HUMAN,,ATP4A,ATP4A,HGNC:819,Human,DB00213; DB00338; DB00448; DB00736; DB01129
P78348,Acid-sensing ion channel 1,ACCN2,1871168,U78180,P78348,ASIC1_HUMAN,,ACCN2,ACCN2,HGNC:100,Human,DB00586
P0DMS8,Adenosine receptor A3,ADORA3,349449,L20463,P0DMS8,AA3R_HUMAN,,ADORA3,ADORA3,HGNC:268,Human,DB00640; DB01223
O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,2213913,AF004884,O00555,CAC1A_HUMAN,,CACNA1A,CACNA1A,HGNC:1388,Human,DB00230; DB01244
Q9UM73,ALK tyrosine kinase receptor,"",2454168,U62540,Q9UM73,ALK_HUMAN,,ALK,ALK,HGNC:427,Human,DB08865; DB09063
P00740,Coagulation factor IX,F9,182609,K02402,P00740,FA9_HUMAN,,F9,F9,HGNC:3551,Human,DB00025
Q05586,"Glutamate receptor ionotropic, NMDA 1",GRIN1,219920,D13515,Q05586,NMDZ1_HUMAN,,GRIN1,GRIN1,HGNC:4584,Human,DB01173; DB08954
P43700,DNA gyrase subunit A,gyrA,1574722,L42023,P43700,GYRA_HAEIN,,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB00218; DB00467; DB00487; DB00537; DB00685; DB00827; DB00978; DB01059; DB01137; DB01155; DB01165; DB01208; DB04576; DB06771; DB09047
P43116,Prostaglandin E2 receptor EP2 subtype,PTGER2,632650,U19487,P43116,PE2R2_HUMAN,,PTGER2,PTGER2,HGNC:9594,Human,DB00770; DB00917; DB00929
P35968,Vascular endothelial growth factor receptor 2,KDR,2655412,AF035121,P35968,VGFR2_HUMAN,,KDR,KDR,HGNC:6307,Human,DB00398; DB05578; DB06589; DB06626; DB08875; DB08896; DB09078; DB09079
Q969G6,Riboflavin kinase,RFK,7023634,AK002011,Q969G6,RIFK_HUMAN,,RFK,RFK,HGNC:30324,Human,DB00140
P48029,Sodium- and chloride-dependent creatine transporter 1,SLC6A8,493132,L31409,P48029,SC6A8_HUMAN,,SLC6A8,SLC6A8,HGNC:11055,Human,DB00148
P49069,Calcium signal-modulating cyclophilin ligand,CAMLG,619670,U18242,P49069,CAMLG_HUMAN,,CAMLG,CAMLG,HGNC:1471,Human,DB00091
P04070,Vitamin K-dependent protein C,PROC,190334,M11228,P04070,PROC_HUMAN,,PROC,PROC,HGNC:9451,Human,DB00464
P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,386422,S62907,P47869,GBRA2_HUMAN,,GABRA2,GABRA2,HGNC:4076,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00418; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB01198; DB01215; DB01346; DB01351; DB01352; DB01353; DB01354; DB01355; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,555594,M94065,Q02127,PYRD_HUMAN,,DHODH,DHODH,HGNC:2867,Human,DB01097
P25103,Substance-P receptor,TACR1,8176544,S62045,P25103,NK1R_HUMAN,,TACR1,TACR1,HGNC:11526,Human,DB00673; DB09048
P48551,Interferon alpha/beta receptor 2,IFNAR2,995300,L42243,P48551,INAR2_HUMAN,,IFNAR2,IFNAR2,HGNC:5433,Human,DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105
P23945,Follicle-stimulating hormone receptor,FSHR,182771,M65085,P23945,FSHR_HUMAN,,FSHR,FSHR,HGNC:3969,Human,DB00032; DB00066; DB00094; DB00097; DB04786
P21917,D(4) dopamine receptor,DRD4,291946,L12398,P21917,DRD4_HUMAN,,DRD4,DRD4,HGNC:3025,Human,DB00413; DB00589; DB00714; DB00988; DB01235; DB01267; DB04908; DB05271
P60880,Synaptosomal-associated protein 25,SNAP25,307426,L19760,P60880,SNP25_HUMAN,,SNAP25,SNAP25,HGNC:11132,Human,DB00083
P41595,5-hydroxytryptamine receptor 2B,HTR2B,475198,X77307,P41595,5HT2B_HUMAN,,HTR2B,HTR2B,HGNC:5294,Human,DB00247; DB00508; DB00805; DB01142; DB01239; DB01242
P08246,Neutrophil elastase,ELANE,296665,Y00477,P08246,ELNE_HUMAN,,ELA2,ELA2,HGNC:3309,Human,DB00058
O15399,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,2444026,U77783,O15399,NMDE4_HUMAN,,GRIN2D,GRIN2D,HGNC:4588,Human,DB01173
Q53I07,Envelope glycoprotein,gp41,62732120,AJ964940,Q53I07,Q53I07_9HIV1,,,,,Human immunodeficiency virus 1,DB00109
P02794,Ferritin heavy chain,FTH1,28435,X00318,P02794,FRIH_HUMAN,,FTH1,FTH1,HGNC:3976,Human,DB00893
P00325,Alcohol dehydrogenase 1B,ADH1B,178098,M24317,P00325,ADH1B_HUMAN,,ADH1B,ADH1B,HGNC:250,Human,DB01213
P32238,Cholecystokinin receptor type A,CCKAR,306491,L13605,P32238,CCKAR_HUMAN,,CCKAR,CCKAR,HGNC:1570,Human,DB00403
P38435,Vitamin K-dependent gamma-carboxylase,GGCX,184028,M81592,P38435,VKGC_HUMAN,,GGCX,GGCX,HGNC:4247,Human,DB00170; DB01022; DB01125
P11926,Ornithine decarboxylase,ODC1,29893806,M16650,P11926,DCOR_HUMAN,,ODC1,ODC1,HGNC:8109,Human,DB06243
P08173,Muscarinic acetylcholine receptor M4,CHRM4,61970253,M16405,P08173,ACM4_HUMAN,,CHRM4,CHRM4,HGNC:1953,Human,DB00340; DB00387; DB00572; DB00725; DB00785; DB00809; DB01036; DB01142; DB08897
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",CPT1A,755646,L39211,P50416,CPT1A_HUMAN,,CPT1A,CPT1A,HGNC:2328,Human,DB01074
P17540,"Creatine kinase S-type, mitochondrial",CKMT2,338237,J05401,P17540,KCRS_HUMAN,,CKMT2,CKMT2,HGNC:1996,Human,DB00148
Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,12053839,AJ278118,Q9GZZ6,ACH10_HUMAN,,CHRNA10,CHRNA10,HGNC:13800,Human,DB00202; DB00333; DB01090; DB01116
P19793,Retinoic acid receptor RXR-alpha,RXRA,35885,X52773,P19793,RXRA_HUMAN,,RXRA,RXRA,HGNC:10477,Human,DB00307; DB00459; DB00523
O75311,Glycine receptor subunit alpha-3,GLRA3,3342792,AF017724,O75311,GLRA3_HUMAN,,GLRA3,GLRA3,HGNC:4328,Human,DB00602
O15554,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,2584866,AF000972,O15554,KCNN4_HUMAN,,KCNN4,KCNN4,HGNC:6293,Human,DB00257
Q14626,Interleukin-11 receptor subunit alpha,IL11RA,995654,Z38102,Q14626,I11RA_HUMAN,,IL11RA,IL11RA,HGNC:5967,Human,DB00038
Q13224,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,1899202,U90278,Q13224,NMDE2_HUMAN,,GRIN2B,GRIN2B,HGNC:4586,Human,DB00949; DB01043; DB08954
P55017,Solute carrier family 12 member 3,SLC12A3,1172161,U44128,P55017,S12A3_HUMAN,,SLC12A3,SLC12A3,HGNC:10912,Human,DB00436; DB00524; DB00562; DB00880; DB00999; DB01324; DB01325
P41143,Delta-type opioid receptor,OPRD1,27545517,U07882,P41143,OPRD_HUMAN,,OPRD1,OPRD1,HGNC:8153,Human,DB00295; DB00318; DB00327; DB00333; DB00497; DB00611; DB00647; DB00704; DB00813; DB00836; DB00844; DB00956; DB01183; DB06738; DB09272
P04083,Annexin A1,ANXA1,12654863,BC001275,P04083,ANXA1_HUMAN,,ANXA1,ANXA1,HGNC:533,Human,DB00741
P22303,Acetylcholinesterase,ACHE,177975,M55040,P22303,ACES_HUMAN,,ACHE,ACHE,HGNC:108,Human,DB00483; DB00545; DB00674; DB00677; DB00733; DB00805; DB00843; DB00944; DB00981; DB00989; DB01010; DB01122; DB01400; DB08996
P43702,DNA topoisomerase 4 subunit A,parC,1574370,L42023,P43702,PARC_HAEIN,,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB00218; DB00467; DB00487; DB00537; DB00685; DB00978; DB01059; DB01137; DB01155; DB01165; DB01208; DB04576; DB06771; DB09047
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,"",M92270,Q13936,CAC1C_HUMAN,,CACNA1C,CACNA1C,HGNC:1390,Human,DB00270; DB00308; DB00381; DB00393; DB00401; DB00568; DB00622; DB00661; DB01023; DB01054; DB01115; DB06712
P30988,Calcitonin receptor,CALCR,179880,L00587,P30988,CALCR_HUMAN,,CALCR,CALCR,HGNC:1440,Human,DB01278
P23415,Glycine receptor subunit alpha-1,GLRA1,31851,X52009,P23415,GLRA1_HUMAN,,GLRA1,GLRA1,HGNC:4326,Human,DB00753; DB00898; DB01028; DB01189; DB01236
Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",PDE3A,38201493,M91667,Q14432,PDE3A_HUMAN,,PDE3A,PDE3A,HGNC:8778,Human,DB00235; DB00261; DB00277; DB01166; DB01223; DB01303; DB01427; DB04880
P08514,Integrin alpha-IIb,ITGA2B,190068,J02764,P08514,ITA2B_HUMAN,,ITGA2B,ITGA2B,HGNC:6138,Human,DB00054; DB00775
P35367,Histamine H1 receptor,HRH1,510296,Z34897,P35367,HRH1_HUMAN,,HRH1,HRH1,HGNC:5182,Human,DB00283; DB00341; DB00354; DB00366; DB00405; DB00427; DB00434; DB00455; DB00477; DB00557; DB00568; DB00637; DB00667; DB00719; DB00737; DB00748; DB00751; DB00768; DB00777; DB00792; DB00835; DB00902; DB00920; DB00950; DB00967; DB00972; DB00985; DB01069; DB01071; DB01075; DB01084; DB01106; DB01114; DB01142; DB01146; DB01173; DB01176; DB01237; DB01246; DB01615; DB01619; DB01620; DB04837; DB04890; DB06691; DB06698; DB08799; DB08800; DB08801; DB08802; DB08936; DB09016
P28223,5-hydroxytryptamine receptor 2A,HTR2A,36431,S42168,P28223,5HT2A_HUMAN,,HTR2A,HTR2A,HGNC:5293,Human,DB00246; DB00247; DB00321; DB00334; DB00363; DB00370; DB00408; DB00434; DB00477; DB00540; DB00589; DB00604; DB00656; DB00679; DB00696; DB00734; DB00805; DB00875; DB00924; DB00933; DB01142; DB01149; DB01151; DB01224; DB01238; DB01239; DB01242; DB01267; DB01614; DB01621; DB01622; DB01623; DB04908; DB04946; DB06144; DB06216; DB08810; DB08815; DB09016; DB09128
P30872,Somatostatin receptor type 1,SSTR1,307434,M81829,P30872,SSR1_HUMAN,,SSTR1,SSTR1,HGNC:11330,Human,DB00104
P10721,Mast/stem cell growth factor receptor Kit,KIT,34085,X06182,P10721,KIT_HUMAN,,KIT,KIT,HGNC:6342,Human,DB00398; DB00619; DB01268; DB06589; DB08896; DB09078
P32754,4-hydroxyphenylpyruvate dioxygenase,HPD,3860238,U29895,P32754,HPPD_HUMAN,,HPD,HPD,HGNC:5147,Human,DB00348
Q9QNF7,Thymidine kinase,TK,8100965,AF243477,Q9QNF7,KITH_HHV1,,,,,HHV-1,DB00194; DB00577
P30939,5-hydroxytryptamine receptor 1F,HTR1F,307420,L05597,P30939,5HT1F_HUMAN,,HTR1F,HTR1F,HGNC:5292,Human,DB00216; DB00315; DB00669; DB00952; DB00953
P0A7Z4,DNA-directed RNA polymerase subunit alpha,rpoA,147715,J01685,P0A7Z4,RPOA_ECOLI,,,,,Escherichia coli (strain K12),DB00615
Q99460,26S proteasome non-ATPase regulatory subunit 1,PSMD1,1808578,D44466,Q99460,PSMD1_HUMAN,,PSMD1,PSMD1,HGNC:9554,Human,DB00188
O95665,Neurotensin receptor type 2,NTSR2,3901028,Y10148,O95665,NTR2_HUMAN,,NTSR2,NTSR2,HGNC:8040,Human,DB01106
P00326,Alcohol dehydrogenase 1C,ADH1C,28404,X04299,P00326,ADH1G_HUMAN,,ADH1C,ADH1C,HGNC:251,Human,DB01213
Q08129,Catalase-peroxidase,katG,581368,X68081,Q08129,KATG_MYCTU,,,,,Mycobacterium tuberculosis,DB00951
P38484,Interferon gamma receptor 2,IFNGR2,463550,U05875,P38484,INGR2_HUMAN,,IFNGR2,IFNGR2,HGNC:5440,Human,DB00033
P0A749,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA,146902,M92358,P0A749,MURA_ECOLI,,,,,Escherichia coli (strain K12),DB00828
Q13200,26S proteasome non-ATPase regulatory subunit 2,PSMD2,1060888,D78151,Q13200,PSMD2_HUMAN,,PSMD2,PSMD2,HGNC:9559,Human,DB00188
P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,182916,L08485,P31644,GBRA5_HUMAN,,GABRA5,GABRA5,HGNC:4079,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00418; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB01198; DB01205; DB01215; DB01351; DB01352; DB01353; DB01354; DB01355; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRHR2,16589056,AF403014,Q96P88,GNRR2_HUMAN,,GNRHR2,GNRHR2,HGNC:16341,Human,DB00644; DB00666; DB01406
P66010,Thioredoxin reductase,trxB,14246533,BA000017,P66010,TRXB_STAAM,,,,,Staphylococcus aureus (strain Mu50 / ATCC 700699),DB00548
P43119,Prostacyclin receptor,PTGIR,495043,L29016,P43119,PI2R_HUMAN,,PTGIR,PTGIR,HGNC:9602,Human,DB00374; DB01088; DB01240
Q16739,Ceramide glucosyltransferase,UGCG,1325917,D50840,Q16739,CEGT_HUMAN,,UGCG,UGCG,HGNC:12524,Human,DB00419; DB09039
P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,905393,U30461,P48169,GBRA4_HUMAN,,GABRA4,GABRA4,HGNC:4078,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00418; DB00599; DB00683; DB00690; DB00794; DB00842; DB00849; DB00897; DB01351; DB01352; DB01353; DB01354; DB01355; DB01544; DB01558; DB01595
O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,6625659,AF134986,O43497,CAC1G_HUMAN,,CACNA1G,CACNA1G,HGNC:1394,Human,DB00347; DB00568; DB00593; DB00909; DB04841; DB05246
P23975,Sodium-dependent noradrenaline transporter,SLC6A2,189258,M65105,P23975,SC6A2_HUMAN,,SLC6A2,SLC6A2,HGNC:11048,Human,DB00191; DB00193; DB00226; DB00234; DB00285; DB00289; DB00321; DB00344; DB00458; DB00476; DB00540; DB00579; DB00726; DB00830; DB00852; DB00907; DB00934; DB00937; DB01105; DB01142; DB01149; DB01151; DB01156; DB01170; DB01173; DB01363; DB01576; DB01577; DB01579; DB04840; DB04896; DB06204; DB06700; DB06701; DB08918
Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B,347122,L20966,Q07343,PDE4B_HUMAN,,PDE4B,PDE4B,HGNC:8781,Human,DB00277; DB00651; DB00806; DB00824; DB00920; DB01113; DB05266
P02919,Penicillin-binding protein 1B,mrcB,42468,X02163,P02919,PBPB_ECOLI,,,,,Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01414; DB01415; DB01598
P15382,Potassium voltage-gated channel subfamily E member 1,KCNE1,386838,M26685,P15382,KCNE1_HUMAN,,KCNE1,KCNE1,HGNC:6240,Human,DB00808
P16473,Thyrotropin receptor,TSHR,903760,M73747,P16473,TSHR_HUMAN,,TSHR,TSHR,HGNC:12373,Human,DB00024
P51172,Amiloride-sensitive sodium channel subunit delta,SCNN1D,1066457,U38254,P51172,SCNND_HUMAN,,SCNN1D,SCNN1D,HGNC:10601,Human,DB00594
P51170,Amiloride-sensitive sodium channel subunit gamma,SCNN1G,1004273,X87160,P51170,SCNNG_HUMAN,,SCNN1G,SCNN1G,HGNC:10602,Human,DB00384; DB00594
P00582,DNA polymerase I,polA,42461,V00317,P00582,DPO1_ECOLI,,,,,Escherichia coli (strain K12),DB00548
P35348,Alpha-1A adrenergic receptor,ADRA1A,433201,D25235,P35348,ADA1A_HUMAN,,ADRA1A,ADRA1A,HGNC:277,Human,DB00211; DB00298; DB00346; DB00368; DB00388; DB00397; DB00449; DB00450; DB00457; DB00477; DB00590; DB00610; DB00668; DB00679; DB00692; DB00696; DB00699; DB00706; DB00723; DB00797; DB00831; DB00852; DB00865; DB00875; DB00925; DB00935; DB00964; DB01136; DB01162; DB01253; DB01579; DB01622; DB06207; DB06262; DB06694; DB06706; DB06707; DB06711; DB06764
Q13621,Solute carrier family 12 member 1,SLC12A1,1373425,U58130,Q13621,S12A1_HUMAN,,SLC12A1,SLC12A1,HGNC:10910,Human,DB00214; DB00232; DB00310; DB00534; DB00695; DB00774; DB00887; DB00903; DB01021; DB01325
P07202,Thyroid peroxidase,TPO,339867,J02969,P07202,PERT_HUMAN,,TPO,TPO,HGNC:12015,Human,DB00389; DB00550; DB00763
P41180,Extracellular calcium-sensing receptor,CASR,599820,X81086,P41180,CASR_HUMAN,,CASR,CASR,HGNC:1514,Human,DB01012
P04626,Receptor tyrosine-protein kinase erbB-2,ERBB2,553282,M11767,P04626,ERBB2_HUMAN,,ERBB2,ERBB2,HGNC:3430,Human,DB00072; DB01259; DB05773; DB06366; DB08916
P06478,Thymidine kinase,TK,330210,J02224,P06478,KITH_HHV1C,,,,,HHV-1,DB00299
P48039,Melatonin receptor type 1A,MTNR1A,602130,U14108,P48039,MTR1A_HUMAN,,MTNR1A,MTNR1A,HGNC:7463,Human,DB00980; DB01065; DB06594; DB09071
P20701,Integrin alpha-L,ITGAL,31422,Y00796,P20701,ITAL_HUMAN,,ITGAL,ITGAL,HGNC:6148,Human,DB00095; DB00098
P25101,Endothelin-1 receptor,EDNRA,238636,S63938,P25101,EDNRA_HUMAN,,EDNRA,EDNRA,HGNC:3179,Human,DB00559; DB06268; DB08932
P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,386424,S62908,P34903,GBRA3_HUMAN,,GABRA3,GABRA3,HGNC:4077,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00418; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB01198; DB01215; DB01351; DB01352; DB01353; DB01354; DB01355; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q15274,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,1060907,D78177,Q15274,NADC_HUMAN,,QPRT,QPRT,HGNC:9755,Human,DB00627
P47871,Glucagon receptor,GCGR,439690,U03469,P47871,GLR_HUMAN,,GCGR,GCGR,HGNC:4192,Human,DB00040
O14646,Chromodomain-helicase-DNA-binding protein 1,CHD1,2645429,AF006513,O14646,CHD1_HUMAN,,CHD1,CHD1,HGNC:1915,Human,DB00445
P28335,5-hydroxytryptamine receptor 2C,HTR2C,338028,M81778,P28335,5HT2C_HUMAN,,HTR2C,HTR2C,HGNC:5295,Human,DB00247; DB00434; DB00589; DB00656; DB00805; DB01142; DB01149; DB01239; DB01242; DB01267; DB06144; DB06594; DB09014
O60391,"Glutamate receptor ionotropic, NMDA 3B",GRIN3B,3025446,AC004528,O60391,NMD3B_HUMAN,,GRIN3B,GRIN3B,HGNC:16768,Human,DB01173
P22748,Carbonic anhydrase 4,CA4,179791,M83670,P22748,CAH4_HUMAN,,CA4,CA4,HGNC:1375,Human,DB00273; DB00703; DB00819; DB00880; DB01144
P02671,Fibrinogen alpha chain,FGA,13591824,AF361104,P02671,FIBA_HUMAN,,FGA,FGA,HGNC:3661,Human,DB00009; DB00015; DB00029; DB00031
P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1,SRD5A1,177767,M32313,P18405,S5A1_HUMAN,,SRD5A1,SRD5A1,HGNC:11284,Human,DB00367; DB01126
P09884,DNA polymerase alpha catalytic subunit,POLA1,35568,X06745,P09884,DPOLA_HUMAN,,POLA1,POLA1,HGNC:9173,Human,DB00242; DB00631; DB01073
P00363,Fumarate reductase flavoprotein subunit,frdA,145263,J01611,P00363,FRDA_ECOLI,,,,,Escherichia coli (strain K12),DB00730
Q12791,Calcium-activated potassium channel subunit alpha-1,KCNMA1,537439,U13913,Q12791,KCMA1_HUMAN,,KCNMA1,KCNMA1,HGNC:6284,Human,DB00356; DB00436; DB01003
Q05486,Protein P,P,59427,X69798,Q05486,DPOL_HBVF1,,,,,HBV-F,DB00709; DB01265
P16066,Atrial natriuretic peptide receptor 1,NPR1,28230,X15357,P16066,ANPRA_HUMAN,,NPR1,NPR1,HGNC:7943,Human,DB00325; DB00727; DB00883; DB01612; DB01613
P06401,Progesterone receptor,PGR,35652,X51730,P06401,PRGR_HUMAN,,PGR,PGR,HGNC:8910,Human,DB00294; DB00304; DB00351; DB00367; DB00378; DB00396; DB00603; DB00823; DB00834; DB00957; DB01395; DB01406; DB01431; DB06713
P0A6R0,3-oxoacyl-[acyl-carrier-protein] synthase 3,fabH,145898,M77744,P0A6R0,FABH_ECOLI,,,,,Escherichia coli (strain K12),DB01034
P08172,Muscarinic acetylcholine receptor M2,CHRM2,177990,M16404,P08172,ACM2_HUMAN,,CHRM2,CHRM2,HGNC:1951,Human,DB00332; DB00383; DB00387; DB00411; DB00424; DB00462; DB00483; DB00508; DB00517; DB00572; DB00725; DB00728; DB00785; DB01019; DB01036; DB01062; DB01085; DB01142; DB01148; DB01231; DB08801; DB08897; DB09076
P13922,Bifunctional dihydrofolate reductase-thymidylate synthase,"",160260,M22159,P13922,DRTS_PLAFK,,,,,Plasmodium falciparum (isolate K1 / Thailand),DB00205
P14778,Interleukin-1 receptor type 1,IL1R1,33801,X16896,P14778,IL1R1_HUMAN,,IL1R1,IL1R1,HGNC:5993,Human,DB00026
Q9NWM0,Spermine oxidase,SMOX,14860862,AY033889,Q9NWM0,SMOX_HUMAN,,SMOX,SMOX,HGNC:15862,Human,DB00127
Q14353,Guanidinoacetate N-methyltransferase,GAMT,1212946,Z49878,Q14353,GAMT_HUMAN,,GAMT,GAMT,HGNC:4136,Human,DB00148
Q04609,Glutamate carboxypeptidase 2,FOLH1,190664,M99487,Q04609,FOLH1_HUMAN,,FOLH1,FOLH1,HGNC:3788,Human,DB00089
P18089,Alpha-2B adrenergic receptor,ADRA2B,178198,M34041,P18089,ADA2B_HUMAN,,ADRA2B,ADRA2B,HGNC:282,Human,DB00292; DB00368; DB00484; DB00575; DB00668; DB00697; DB01363; DB01392; DB01577; DB06262; DB06694
P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,306865,M11058,P04035,HMDH_HUMAN,,HMGCR,HMGCR,HGNC:5006,Human,DB00175; DB00227; DB00641; DB01076; DB01095; DB01098; DB08860
P35368,Alpha-1B adrenergic receptor,ADRA1B,,M99589,P35368,ADA1B_HUMAN,,ADRA1B,ADRA1B,HGNC:278,Human,DB00211; DB00298; DB00346; DB00368; DB00388; DB00457; DB00477; DB00590; DB00668; DB00679; DB00696; DB01162; DB01622; DB06262; DB09128
Q8XJ01,Penicillin-binding protein 1A,pbpA,18145626,BA000016,Q8XJ01,PBPA_CLOPE,,,,,Clostridium perfringens (strain 13 / Type A),DB00229; DB00267; DB00301; DB00417; DB00456; DB00713; DB00833; DB00948; DB01000; DB01060; DB01061; DB01066; DB01112; DB01139; DB01147; DB01602; DB01604; DB01605
Q14534,Squalene monooxygenase,SQLE,2443316,D78130,Q14534,ERG1_HUMAN,,SQLE,SQLE,HGNC:11279,Human,DB00735; DB00857; DB01091
P35462,D(3) dopamine receptor,DRD3,927342,U32499,P35462,DRD3_HUMAN,,DRD3,DRD3,HGNC:3024,Human,DB00268; DB00413; DB00589; DB00714; DB00988; DB01100; DB01184; DB01186; DB01200; DB01235; DB01239; DB01267; DB05271; DB06016; DB09014
P11485,Neuraminidase,NA,60811,X15281,P11485,NRAM_I83A1,,,,,Influenza A virus (strain A/Chile/1/1983 H1N1),DB00198
P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,338469,M74047,P31213,S5A2_HUMAN,,SRD5A2,SRD5A2,HGNC:11285,Human,DB00548; DB01126; DB01216
P02918,Penicillin-binding protein 1A,mrcA,581194,X02164,P02918,PBPA_ECOLI,,,,,Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01333; DB01414; DB01415; DB01598
P13612,Integrin alpha-4,ITGA4,33946,X16983,P13612,ITA4_HUMAN,,ITGA4,ITGA4,HGNC:6140,Human,DB00108; DB09033
P72059,Probable arabinosyltransferase C,embC,1552875,BX842584,P72059,EMBC_MYCTU,,,,,Mycobacterium tuberculosis,DB00330
P03200,Envelope glycoprotein GP350,BLLF1,1334868,V01555,P03200,GP350_EBVB9,,,,,HHV-4,DB00632
P30043,Flavin reductase (NADPH),BLVRB,1384068,D26308,P30043,BLVRB_HUMAN,,BLVRB,BLVRB,HGNC:1063,Human,DB00140
P12235,ADP/ATP translocase 1,SLC25A4,339920,J02966,P12235,ADT1_HUMAN,,SLC25A4,SLC25A4,HGNC:10990,Human,DB00720
